user_id,date,type,amount,category,description
1733638295,2025-07-21 14:58:09,chi,20000,Hóa đơn,ăn sáng
1733638295,2025-07-21 14:58:19,chi,20000,Hóa đơn,ăn sáng
1733638295,2025-07-21 14:58:41,chi,10000,Ăn uống,trà đường
1733638295,2025-07-21 14:58:51,chi,35000,Ăn uống,cơm trưa
1733638295,2025-07-21 15:36:04,chi,8067812,Hóa đơn,lương tháng
